"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032652","GO:0032652","regulation of interleukin-1 production","32/3670","103/18670",0.00385118485157954,0.0300368988113911,0.0230637285167701,"AIM2/CARD8/ANXA1/HDAC2/HK1/GSTP1/TRIM16/CASP1/ARRB2/CASP8/APP/NLRP1/ACP5/P2RX7/CCR7/NOD2/MALT1/PYHIN1/CARD16/LGALS9/PYCARD/S1PR3/MNDA/LILRA2/LPL/CCL19/IGF1/INAVA/GSDMD/ARG2/TNFAIP3/IFNG",32
"GO:0033260","GO:0033260","nuclear DNA replication","21/3670","60/18670",0.00385354191149905,0.0300368988113911,0.0230637285167701,"RFC4/ATAD5/DNA2/DONSON/CHEK2/AICDA/GINS1/ZMPSTE24/CDC45/CDT1/DBF4/MCM7/LIG1/BRCA2/POLD4/RTEL1/PRIM1/INO80/RAD51/RTF2/PRIM2",21
"GO:0051784","GO:0051784","negative regulation of nuclear division","21/3670","60/18670",0.00385354191149905,0.0300368988113911,0.0230637285167701,"ATM/PLK1/AURKB/BUB1/CENPF/TTK/PRKAR1A/BUB1B/BUB3/NDC80/CDT1/IK/MAD2L1/DYNC1LI1/CHEK1/PCID2/MTBP/TOM1L2/FBXO5/CCNB1/FBXO43",21
"GO:0071496","GO:0071496","cellular response to external stimulus","87/3670","339/18670",0.00386750205451335,0.0301089048834885,0.0231190181293511,"RIPOR2/BAG3/BCL11A/DAG1/BRIP1/PHEX/EIF4G1/FOSL1/MAPK1/GSTP1/LAMP2/MAX/PTPRC/RRAGA/CASP1/FOXA2/CASP8/PTPN11/TNFSF14/RAC1/WNT9B/XPR1/SIPA1/ATP1A1/HSPA5/P2RX7/STK26/CYBB/CD40/ITGA4/TLR5/EHMT2/GCLC/CASP8AP2/CARTPT/CYP27B1/NPRL2/HIGD1A/FOXA3/AMBRA1/GADD45A/P2RY2/TNFRSF10A/SKP2/GBA/EIF2AK3/SH3GLB1/SLC2A1/DAP/CHEK1/AKR1C3/SLC1A2/AVPR1A/SFRP2/BAIAP2/SLC39A5/TNFRSF8/CADPS2/USF1/LTBR/GOT1/BGLAP/GABARAPL1/TLR7/LPL/TNFRSF1A/IL1B/SOD1/ALB/CASTOR3/GABARAPL2/FAM107A/FOXO1/UCN2/EIF2S1/HSP90B1/GSDMD/BECN1/WIPI1/CASP5/AIFM1/SNW1/DNM1L/PPP1R9B/SLC9A1/AQP3/MAPK8",87
"GO:0001649","GO:0001649","osteoblast differentiation","61/3670","225/18670",0.00397525472722325,0.03091002943997,0.0237341588399426,"PRKACA/TNN/CITED1/CCDC47/CLTC/RUNX2/PSMC2/ATP6AP1/ACVR1/SEMA7A/SEMA4D/TP53INP2/PHB/TP63/CLIC1/DDX21/TCIRG1/HSD17B4/TNF/ATP5F1B/MSX2/TMEM64/PTHLH/NPNT/DHX9/ITGA11/MEF2D/NPPC/LEF1/SOX8/SND1/ILK/HAND2/SMOC1/SFRP2/SPP1/BGLAP/ZHX3/LRP5/AXIN2/RRBP1/CTNNB1/IGF1/HNRNPU/FBN2/FIGNL1/FASN/SYNCRIP/NBR1/IARS1/CTNNBIP1/MYOC/PTK2/TWSG1/RRAS2/IL6R/WWOX/FBXO5/NF1/ALYREF/SMAD6",61
"GO:0002448","GO:0002448","mast cell mediated immunity","18/3670","49/18670",0.00400947039883993,0.0310247369696643,0.0238222366185546,"LAT2/PIK3CD/LAT/BTK/CD300A/UNC13D/CD84/IL4R/MILR1/RAC2/CHGA/RASGRP1/SERPINB9/LGALS9/VAMP7/FGR/PIK3CG/C12orf4",18
"GO:0032757","GO:0032757","positive regulation of interleukin-8 production","18/3670","49/18670",0.00400947039883993,0.0310247369696643,0.0238222366185546,"HYAL2/TLR1/TNF/TLR5/CD244/CD2/NOD2/F2RL1/TLR9/PARK7/LGALS9/FCN1/PYCARD/TLR7/ADIPOQ/IL1B/FFAR2/TLR2",18
"GO:0043038","GO:0043038","amino acid activation","18/3670","49/18670",0.00400947039883993,0.0310247369696643,0.0238222366185546,"FARS2/TARS1/AIMP2/GARS1/NARS1/SARS1/CARS1/PPA1/AARS1/HARS2/IARS2/EPRS1/DARS2/TARS3/IARS1/YARS1/AARSD1/EARS2",18
"GO:2001238","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","18/3670","49/18670",0.00400947039883993,0.0310247369696643,0.0238222366185546,"CTNNA1/TNFRSF12A/PTPRC/INHBA/PDIA3/FAF1/HYAL2/PPP2R1A/PEA15/TIMP3/STK4/PYCARD/LTBR/CAV1/G0S2/WWOX/RBCK1/NF1",18
"GO:0006826","GO:0006826","iron ion transport","22/3670","64/18670",0.00403697004363908,0.0311996618160518,0.0239565520548202,"CLTC/ATP6AP1/SLC25A28/SLC39A14/TFR2/TCIRG1/TF/ATP6V0D1/ATP6V1A/ATP6V0A1/REP15/SLC11A2/ATP6V0E1/FTL/ATP6V0C/HAMP/ATP6V1H/SLC40A1/TFRC/ATP6V1E1/IFNG/LMTK2",22
"GO:1903362","GO:1903362","regulation of cellular protein catabolic process","66/3670","247/18670",0.00409428295188054,0.0316042955220222,0.0242672486417693,"ANXA2/PLK1/CSNK1A1/RNF40/PRKACA/MSN/CBFA2T3/PSMD14/PBK/USP14/PSMC2/PTK2B/VCP/ERLEC1/RAD23B/MGAT3/PSEN1/PSMC1/BCAP31/EZR/OGT/PSME3/FAF1/PSMC4/LDLR/USP5/STYX/EGF/OS9/EFNA1/TRIB1/DAB2IP/GCLC/TRIB2/LAPTM4B/RHBDF1/PYHIN1/GBA/DERL3/OSBPL7/GSK3B/PARK7/GIPC1/UBQLN1/PDCL3/FBXW7/PSMF1/KEAP1/AURKA/SDCBP/RNF180/USP13/LAMP3/GABARAPL2/NFE2L1/VPS35/FURIN/PTK2/CAV1/TNFAIP3/PINK1/DDRGK1/CLU/DISC1/RAD23A/FBXL5",66
"GO:0030099","GO:0030099","myeloid cell differentiation","104/3670","416/18670",0.00410565013870892,0.03165371860267,0.0243051979827343,"ANXA2/HIF1A/CAMK4/JAK3/LILRB1/IKZF1/PTPN6/PRKCB/PIK3CD/CBFA2T3/IRF8/EVI2B/ATP6AP1/PTK2B/PIR/HCLS1/PIK3R1/SMAP1/SNX10/PAF1/INPP5D/WDR1/EIF6/INHBA/PSEN1/IL23A/DHRS7B/PIP4K2A/CASP8/PTPN11/G6PD/WDR61/TCIRG1/TNF/APP/CASP3/CDC42/GAB3/TOB2/LRRK1/TNFSF11/HSPA9/TRIB1/STAT3/CDC73/GPR55/HMGB3/CARTPT/TMEM64/BATF/CCR7/NRROS/EPAS1/NCKAP1L/TFE3/F2RL1/FLI1/MYL9/SIN3A/POU4F1/BATF2/PAFAH1B1/KMT2C/LEF1/SLC11A2/IL4/SPI1/MPL/IRF4/FBXW7/KMT2D/LTBR/DMTN/ADD1/BGLAP/GP1BA/ADIPOQ/CCL19/CTNNB1/OSTM1/TCTA/IRF7/BATF3/FASN/AGO4/GATA3/NBEAL2/NFE2L1/CEBPE/TLR2/CTNNBIP1/DNASE2/TFRC/CREB1/FBN1/RARA/CSF3R/NF1/IFNG/RPS19/CREBBP/UBD/PRDX3/EIF2AK1",104
"GO:0032606","GO:0032606","type I interferon production","38/3670","128/18670",0.00419387590374463,0.0322948704858403,0.0247975042312691,"NLRC3/LILRB1/NLRP4/XRCC6/UFD1/TRIM25/PLCG2/XRCC5/TRAF3IP1/NLRC5/PTPN11/RNF125/LILRA4/TAX1BP1/CGAS/POLR3E/DHX36/ZBP1/IRF5/DHX9/TLR9/DHX58/NFKB2/TRAF3/PYCARD/TLR7/CHUK/CTNNB1/PTPN22/IRF7/TLR2/NMI/LRRFIP1/POLR3B/TNFAIP3/TRAIP/ILRUN/CREBBP",38
"GO:0042634","GO:0042634","regulation of hair cycle","12/3670","28/18670",0.00425188172344476,0.0327020480925016,0.0251101541435357,"TGFB2/TERT/TNF/MSX2/FOXN1/KRT17/ARNTL/SMAD4/TRADD/CTNNB1/PER1/TRPV3",12
"GO:0042107","GO:0042107","cytokine metabolic process","37/3670","124/18670",0.00426617671479107,0.0327330237467002,0.0251339386921189,"LILRB1/TLR6/CARD11/AKAP12/INPP5D/LTB/PTPRC/INHBA/PSEN1/SPN/SIGIRR/TLR1/TNF/APP/CYBB/STAT3/TRIB2/TLR9/CD3E/IL4/IRF4/TNFRSF8/TNFRSF13C/FOXP3/ASB1/TLR7/CARD9/IL1B/IRF7/GATA3/IGF2BP2/CEBPE/NMI/IL18/CD80/CD28/IFNG",37
"GO:0051101","GO:0051101","regulation of DNA binding","37/3670","124/18670",0.00426617671479107,0.0327330237467002,0.0251339386921189,"HDAC2/HJURP/NEK2/E2F1/CDCA5/TFAP4/ZFP90/PSEN1/ZMPSTE24/CDT1/EGF/MSX2/TXN/ZBTB7C/H1-0/PYHIN1/GZMA/WFIKKN2/SIN3A/POU4F1/PARK7/LEF1/SP100/HAND2/IRF4/FBXW7/NIBAN2/SRI/ACD/CTNNB1/IGF1/GATA3/CTNNBIP1/ILRUN/IFNG/DDRGK1/MAPK8",37
"GO:0002639","GO:0002639","positive regulation of immunoglobulin production","16/3670","42/18670",0.00430535210133067,0.032954291714387,0.025303838533252,"ATAD5/SASH3/PTPRC/C17orf99/SHLD3/TNFSF4/CD40/CLCF1/IL4R/GPI/TLR9/IL4/MZB1/TBX21/TFRC/CD28",16
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation","16/3670","42/18670",0.00430535210133067,0.032954291714387,0.025303838533252,"ATM/PLK1/AURKB/BUB1/CENPF/TTK/BUB1B/BUB3/NDC80/CDT1/IK/MAD2L1/DYNC1LI1/PCID2/FBXO5/CCNB1",16
"GO:0006968","GO:0006968","cellular defense response","19/3670","53/18670",0.00431971199571348,0.0329850104008014,0.0253274257700138,"ADORA2A/FOSL1/FCMR/PTK2B/ITGB1/CCR6/NCF1/SPN/TCIRG1/LY96/NCF2/KLRG1/NCR1/MNDA/RAB23/PRF1/ITK/TRAT1/BECN1",19
"GO:0070228","GO:0070228","regulation of lymphocyte apoptotic process","19/3670","53/18670",0.00431971199571348,0.0329850104008014,0.0253274257700138,"HIF1A/AURKB/JAK3/DOCK8/BTK/PDCD1/P2RX7/EFNA1/CD3G/ADAM8/MIR17HG/CD274/ZC3H8/LGALS9/CD27/SLC46A2/ADA/IL7R/ARG2",19
"GO:0050773","GO:0050773","regulation of dendrite development","43/3670","149/18670",0.00432699259592225,0.0330010822866032,0.0253397665117532,"BCL11A/EZH2/HDAC2/RELN/DBN1/CDKL5/RHOA/SEMA4D/ARF1/C21orf91/CDK5R1/PSEN1/YWHAH/TIAM1/KIAA0319/EFNA1/CAMSAP2/MAPK6/MARK1/DAB2IP/RAPGEF2/CRK/DHX36/PACSIN1/OBSL1/IQGAP1/SS18L1/PDLIM5/GSK3B/PAFAH1B1/CAPRIN2/ILK/VAMP7/BAIAP2/CHRNA3/RAB21/CAMK1/SDC2/TNIK/DNM1L/KALRN/DISC1/GRIN1",43
"GO:0006661","GO:0006661","phosphatidylinositol biosynthetic process","35/3670","116/18670",0.004395100960424,0.0334804823460734,0.0257078721837792,"ATM/PIK3CD/MTMR6/PLCG2/PIK3R1/INPP5D/ARF1/ARF3/PIK3R5/PIP4K2A/CDS1/HTR2A/PGAP3/DPM2/INPP4A/INPP5F/PIGT/PITPNM3/INPP5J/PIGH/FIG4/SH3YL1/PIGO/SBF1/INPP4B/PIGQ/PIP5K1C/PIK3CG/AGAP2/IMPA1/RAB5A/PIGK/RAB14/GPAA1/PIP5K1A",35
"GO:0019076","GO:0019076","viral release from host cell","14/3670","35/18670",0.00443424242022023,0.0335382321130773,0.025752215141967,"RAB7A/TRIM25/CHMP2A/DDB1/CHMP4B/TSG101/TRIM8/VAPA/CAV2/PPIA/CHMP2B/TRIM11/PPID/CHMP3",14
"GO:0032735","GO:0032735","positive regulation of interleukin-12 production","14/3670","35/18670",0.00443424242022023,0.0335382321130773,0.025752215141967,"IRF8/MAPK11/LTB/IL23A/TNFSF4/CD40LG/CD40/CCR7/IRF5/TLR9/LGALS9/CCL19/TLR2/IFNG",14
"GO:0035890","GO:0035890","exit from host","14/3670","35/18670",0.00443424242022023,0.0335382321130773,0.025752215141967,"RAB7A/TRIM25/CHMP2A/DDB1/CHMP4B/TSG101/TRIM8/VAPA/CAV2/PPIA/CHMP2B/TRIM11/PPID/CHMP3",14
"GO:0035891","GO:0035891","exit from host cell","14/3670","35/18670",0.00443424242022023,0.0335382321130773,0.025752215141967,"RAB7A/TRIM25/CHMP2A/DDB1/CHMP4B/TSG101/TRIM8/VAPA/CAV2/PPIA/CHMP2B/TRIM11/PPID/CHMP3",14
"GO:0052126","GO:0052126","movement in host environment","14/3670","35/18670",0.00443424242022023,0.0335382321130773,0.025752215141967,"RAB7A/TRIM25/CHMP2A/DDB1/CHMP4B/TSG101/TRIM8/VAPA/CAV2/PPIA/CHMP2B/TRIM11/PPID/CHMP3",14
"GO:0052192","GO:0052192","movement in environment of other organism involved in symbiotic interaction","14/3670","35/18670",0.00443424242022023,0.0335382321130773,0.025752215141967,"RAB7A/TRIM25/CHMP2A/DDB1/CHMP4B/TSG101/TRIM8/VAPA/CAV2/PPIA/CHMP2B/TRIM11/PPID/CHMP3",14
"GO:0043279","GO:0043279","response to alkaloid","34/3670","112/18670",0.00444982530761164,0.0336162158309619,0.0258120946691217,"CCNA2/ADORA2A/HDAC2/PTK2B/HTR3A/NPFF/BLM/TAC1/UQCRC1/CASP3/TIAM1/PPP5C/HSPA5/HTR2A/PEA15/BCHE/GOT2/PPARGC1A/TMED10/HOMER1/SMPD1/PPP2R2A/TMEM38B/ND6/CASQ2/ADA/CACNG4/CAD/CXCR4/RAD51/HNMT/DHX15/PPP1R9B/GRIN1",34
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","69/3670","261/18670",0.0044706421488682,0.0337335080960753,0.0259021571278555,"AIM2/JUP/TLR6/PRKCB/CARD11/TRIM25/BTK/FOSL1/RTKN2/RELN/CAPN3/TRAF5/HCLS1/TRAF1/RHEBL1/TNF/APP/TRIM22/TRIM14/CD40LG/TNFSF11/PSMA6/CD40/ADAM8/IKBKB/ARHGEF5/LRP6/STAT3/IRAK4/NOD2/ESR2/TRIM8/ERC1/PPARGC1A/ANXA3/MALT1/WNT2/DHX9/TLR9/MTDH/NFKB2/PARK7/CARD16/MBTPS2/NFAM1/LGALS9/PYCARD/TRADD/EPHA5/CHUK/CTNNB1/ITGB2/KRAS/IL1B/PLPP3/TCF3/TLR2/IL18/CAV1/TRIM52/LRRFIP1/PINK1/RBCK1/CRTC3/PPRC1/DDRGK1/CLU/PRDX3/BUD31",69
"GO:0030004","GO:0030004","cellular monovalent inorganic cation homeostasis","33/3670","108/18670",0.00449661451336924,0.0338493673403096,0.0259911192464802,"RAB7A/FASLG/ATP1B1/MAPK1/ATP6AP1/ATP1A4/ATP1B3/TCIRG1/ATP1A1/ATP6V0D1/ATP6V1A/ATP5F1B/ATP6V0A1/CLN5/ATP6AP1L/MAFG/ATP1A3/GPR89A/AVPR1A/ATP6V0E1/SLAMF8/DMXL1/AQP11/CLCN3/ATP6V0C/ATP6V1H/SLC9A5/SLC26A6/ATP6V1E1/SLC9A1/PPT1/TTPA/NOX1",33
"GO:0046916","GO:0046916","cellular transition metal ion homeostasis","33/3670","108/18670",0.00449661451336924,0.0338493673403096,0.0259911192464802,"HIF1A/COX19/NDFIP1/SLC31A1/ATP6AP1/LCK/ARF1/SLC39A14/TFR2/APP/TF/ATP6V0D1/ATP6V1A/SLC39A7/PRNP/SKP1/MT1A/SLC11A2/ABCB6/SLC39A5/SRI/SMAD4/SLC30A9/NUBP1/FTL/HAMP/SOD1/SLC40A1/TTC7A/TFRC/MT1M/MT1X/FBXL5",33
"GO:0043154","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","27/3670","84/18670",0.00453243657451492,0.0340787919800791,0.0261672821599663,"ADORA2A/RFFL/BIRC3/POR/TNFAIP8/BIRC5/ARRB2/TNFSF14/YWHAE/RAF1/PARK7/LEF1/CARD16/DHCR24/SERPINB9/CD27/SFRP2/SH3RF1/ARL6IP1/LAMP3/RNF34/BIRC2/SIAH2/PRDX5/BEX3/DPEP1/PRDX3",27
"GO:0005996","GO:0005996","monosaccharide metabolic process","76/3670","292/18670",0.00454647541530351,0.0341440839198765,0.0262174163493604,"GCGR/FUT7/B4GALT1/G6PC3/RUBCNL/OMA1/HK1/PPP1R3E/TALDO1/PGK1/PMM2/OGT/FOXA2/ZMPSTE24/PGAM1/G6PD/ALDOA/FUCA2/TNF/ADPGK/PPP1R3B/DYRK2/ENO1/MDH2/IRS1/CRY1/PGD/DDB1/GCLC/PKM/GPI/PGM1/GAPDH/GOT2/PPARGC1A/GAL3ST3/PFKP/TKT/CYB5R3/TPI1/PCK2/PDK1/SLC2A1/GSK3B/POMC/UGT1A1/ARPP19/USF1/GOT1/PGP/DGKQ/LRP5/ADIPOQ/FUT2/MST1/MDH1/IGF1/GSTO1/ENO3/PGM2L1/GLB1/FOXO1/NFE2L1/HK2/RORA/SLC23A1/FAM3C/PGM2/SLC35A2/DLAT/FOXK2/AKR1B1/FUCA1/PPP1R3D/SORBS1/FAM3A",76
"GO:0006006","GO:0006006","glucose metabolic process","57/3670","209/18670",0.00456686204346716,0.0341784874040796,0.026243832945317,"GCGR/G6PC3/RUBCNL/OMA1/HK1/PPP1R3E/PGK1/OGT/FOXA2/ZMPSTE24/PGAM1/G6PD/ALDOA/TNF/ADPGK/PPP1R3B/DYRK2/ENO1/MDH2/IRS1/CRY1/DDB1/PKM/GPI/PGM1/GAPDH/GOT2/PPARGC1A/PFKP/TPI1/PCK2/PDK1/GSK3B/POMC/ARPP19/USF1/GOT1/PGP/DGKQ/LRP5/ADIPOQ/MST1/MDH1/IGF1/ENO3/PGM2L1/FOXO1/NFE2L1/HK2/RORA/FAM3C/PGM2/DLAT/FOXK2/PPP1R3D/SORBS1/FAM3A",57
"GO:0098876","GO:0098876","vesicle-mediated transport to the plasma membrane","30/3670","96/18670",0.00457642877096345,0.0341784874040796,0.026243832945317,"RAB11A/RAB10/ARF4/VPS35L/ARF1/ARF3/CSK/KRT18/RAB34/GGA2/ENTR1/CPLX1/VPS26A/TRARG1/MICALL1/ARFGEF2/KIF13A/GGA3/ARF5/BBS1/VAMP7/SEC16A/SNX17/ARL3/RAB31/SNX27/VPS35/EXOC6/ACSL3/CNST",30
"GO:1905037","GO:1905037","autophagosome organization","30/3670","96/18670",0.00457642877096345,0.0341784874040796,0.026243832945317,"BAG3/RAB7A/ATG12/TP53INP2/PSEN1/PIP4K2A/ATG16L2/RAB1B/CHMP4B/RNF5/RAB1A/NPRL2/AMBRA1/GBA/SH3GLB1/ATG101/UBQLN1/IFT88/MFN2/GABARAPL1/RAB23/SCFD1/GABARAPL2/ATG3/BECN1/WIPI1/STX12/RAB3GAP1/PINK1/RAB5A",30
"GO:0019319","GO:0019319","hexose biosynthetic process","29/3670","92/18670",0.00457785888379611,0.0341784874040796,0.026243832945317,"G6PC3/PGK1/OGT/PGAM1/ALDOA/ENO1/MDH2/CRY1/DDB1/GPI/PGM1/GAPDH/GOT2/PPARGC1A/TPI1/PCK2/ARPP19/GOT1/PGP/DGKQ/ADIPOQ/MST1/MDH1/ENO3/FOXO1/FAM3C/FOXK2/AKR1B1/FAM3A",29
"GO:2000117","GO:2000117","negative regulation of cysteine-type endopeptidase activity","29/3670","92/18670",0.00457785888379611,0.0341784874040796,0.026243832945317,"CARD8/ADORA2A/RFFL/BIRC3/POR/TNFAIP8/BIRC5/ARRB2/TNFSF14/YWHAE/RAF1/PARK7/LEF1/CARD16/DHCR24/PCID2/SERPINB9/CD27/SFRP2/SH3RF1/ARL6IP1/LAMP3/RNF34/BIRC2/SIAH2/PRDX5/BEX3/DPEP1/PRDX3",29
"GO:0006650","GO:0006650","glycerophospholipid metabolic process","82/3670","319/18670",0.00470603686711451,0.0350533774120585,0.0269156142018563,"ATM/DGKA/PIK3CD/AGK/PLEK/MTMR6/EFR3B/PLCG2/CISH/PIK3R1/INPP5D/ARF1/ARF3/PIK3R5/IMPAD1/MFSD2A/PIP4K2A/ABHD4/LDLR/LPCAT1/DGKZ/LPCAT2/LPCAT4/PLA2G4D/CDS1/HTR2A/PGAP3/SLC44A2/DPM2/INPP4A/INPP5F/ABHD12/PIGT/PITPNM3/SERINC1/PRDX6/INPP5J/GDPD3/PEMT/SERINC3/PIGH/PNPLA8/FIG4/PLAAT3/OSBPL10/PAFAH1B1/SH3YL1/PIGO/SBF1/MBOAT1/TMEM86B/PGP/ABHD5/GPD1L/DGKQ/INPP4B/EFR3A/PIGQ/PIP5K1C/PIK3CG/AGAP2/PLD6/PIPSL/GDPD1/GPAM/MECP2/TTC7A/IMPA1/PLA2G2D/PLA2G15/LPGAT1/PLBD1/ACSL3/SELENOI/RAB5A/STARD7/PIGK/TAZ/RAB14/GPAA1/PIP5K1A/STOML2",82
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","82/3670","319/18670",0.00470603686711451,0.0350533774120585,0.0269156142018563,"OPRL1/PTPN6/P2RX5/CORO1A/PRKACA/FASLG/TACR1/ABL1/CD19/LPAR6/MS4A1/PLCG2/CAPN3/PTK2B/GPR18/LCK/S1PR4/CCR6/NMB/MCOLN2/PLCB2/NPFF/CALCA/TAC1/PTPRC/GPR4/BCAP31/ITPR3/GNB1/CD52/P2RX7/HTR2A/F2RL3/ACKR3/NPTN/LRP6/GPR55/GPR65/ITGAV/PRNP/CCR7/CD55/JPH2/CXCR5/TMBIM6/SLC8A3/PTGDR/F2RL1/ADRA1B/GPR174/EDNRB/SPPL3/BDKRB2/DIAPH1/TMEM38B/AVPR1A/CASQ1/S1PR3/SRI/CMKLR1/LPAR2/TRPM2/P2RY10/LIME1/CCL19/HRH4/CASQ2/GSTO1/PIK3CG/NOS1/PROK2/CXCR4/CAV1/CALM2/CLIC2/LETM1/CXCR1/CXCR3/DHRS7C/S1PR1/GRIN1/ADM",82
"GO:0030810","GO:0030810","positive regulation of nucleotide biosynthetic process","17/3670","46/18670",0.0047495683370265,0.0352951605091853,0.0271012665139373,"HIF1A/VCP/PSEN1/APP/P2RX7/HTR2A/ENO1/STAT3/PPARGC1A/GUCA1B/IL4/IGF1/NOS1/PRXL2C/PINK1/IFNG/TAZ",17
"GO:1900373","GO:1900373","positive regulation of purine nucleotide biosynthetic process","17/3670","46/18670",0.0047495683370265,0.0352951605091853,0.0271012665139373,"HIF1A/VCP/PSEN1/APP/P2RX7/HTR2A/ENO1/STAT3/PPARGC1A/GUCA1B/IL4/IGF1/NOS1/PRXL2C/PINK1/IFNG/TAZ",17
"GO:0055067","GO:0055067","monovalent inorganic cation homeostasis","44/3670","154/18670",0.00480616340587206,0.0354222669866321,0.0271988647815535,"RAB7A/ADORA2A/FASLG/ATP1B1/MAPK1/ATP6AP1/ATP1A4/ATP1B3/SLC12A3/TAC1/TCIRG1/ATP1A1/ATP6V0D1/ATP6V1A/SLC12A9/ATP5F1B/ATP6V0A1/CLN5/SLC12A4/SCN7A/ATP6AP1L/EDNRB/MAFG/ATP1A3/GPR89A/KCNJ10/AVPR1A/ATP6V0E1/SLAMF8/DMXL1/AQP11/CLCN3/ATP6V0C/ATP6V1H/SLC9A5/SLC26A6/SCNN1A/ATP6V1E1/SLC9A1/PPT1/SLC12A8/TTPA/NOX1/CYP4F12",44
"GO:0007040","GO:0007040","lysosome organization","21/3670","61/18670",0.00480711526065781,0.0354222669866321,0.0271988647815535,"RAB7A/CORO1A/ARF1/RAB34/P2RX7/HEXB/NAGPA/CLN5/VPS18/LAPTM4B/GBA/MFSD8/HPS4/LYST/HOOK1/HPS1/VPS35/SCARB2/BECN1/PPT1/RAB14",21
"GO:0046513","GO:0046513","ceramide biosynthetic process","21/3670","61/18670",0.00480711526065781,0.0354222669866321,0.0271988647815535,"SGMS2/ST8SIA4/AGK/UGCG/SPTLC1/TNF/B4GALT5/P2RX7/ORMDL2/DEGS1/ST8SIA3/ELOVL1/PRKCD/GBA/ORMDL1/SMPD1/ST6GALNAC6/TNFRSF1A/SPTSSB/SMPD3/CERS2",21
"GO:0050701","GO:0050701","interleukin-1 secretion","21/3670","61/18670",0.00480711526065781,0.0354222669866321,0.0271988647815535,"AIM2/CARD8/TLR6/HK1/TRIM16/CASP1/NLRP1/P2RX7/CCR7/NOD2/F2RL1/CARD16/LGALS9/PYCARD/LILRA2/LPL/CCL19/GBP5/GSDMD/ARG2/TNFAIP3",21
"GO:0080171","GO:0080171","lytic vacuole organization","21/3670","61/18670",0.00480711526065781,0.0354222669866321,0.0271988647815535,"RAB7A/CORO1A/ARF1/RAB34/P2RX7/HEXB/NAGPA/CLN5/VPS18/LAPTM4B/GBA/MFSD8/HPS4/LYST/HOOK1/HPS1/VPS35/SCARB2/BECN1/PPT1/RAB14",21
"GO:0000729","GO:0000729","DNA double-strand break processing","11/3670","25/18670",0.00481111719109527,0.0354222669866321,0.0271988647815535,"ATM/BRIP1/DNA2/KAT5/BLM/HELB/RAD52/RNF138/SLX4/RAD50/WDR70",11
"GO:0002335","GO:0002335","mature B cell differentiation","11/3670","25/18670",0.00481111719109527,0.0354222669866321,0.0271988647815535,"POU2F2/CD19/PLCG2/PTK2B/C17orf99/DOCK10/MALT1/FCGR2B/SLAMF8/ADA/MFNG",11
"GO:0070199","GO:0070199","establishment of protein localization to chromosome","11/3670","25/18670",0.00481111719109527,0.0354222669866321,0.0271988647815535,"CCT5/RUVBL2/CCT2/TERT/CCT7/MACROH2A1/BRCA2/ACD/WRAP53/CCT3/CCT6A",11
"GO:0051648","GO:0051648","vesicle localization","79/3670","306/18670",0.00484696301190146,0.0356450244104771,0.0273699082964289,"LRMP/ACTN4/PRKCB/RAB11A/ADORA2A/SEC24D/MYO1C/KIF1B/COL7A1/DCTN2/MAP2/ARF1/GBF1/CD59/ATP2A2/SEC23A/PSEN1/RAB27B/AP1M2/SEC31A/TRAPPC2/GOLGA2/AP3B1/P2RX7/HTR2A/TFG/VAMP1/DYNC1I1/ITGA4/RAB1B/CTBP2/NAPA/RAB1A/BACE1/CPLX1/VPS18/KIF13A/TMED10/ARFGAP3/GSK3B/PEF1/PAFAH1B1/NLGN2/SEC24A/WASL/TMED2/GIPC1/RASGRP1/BET1/VAMP7/SEC16A/CUL3/CADPS2/TRIM46/SEC13/DYNC1H1/STX5/CTNNB1/SAR1A/MAGI2/PIP5K1C/PCLO/PIK3CG/CPLX3/SCFD1/KIAA1107/MCFD2/TOR1A/WIPI1/DNM1L/STARD3NL/TMED9/SEC23IP/UNC13B/RAB3GAP1/DOC2A/PINK1/USO1/RAB5A",79
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","58/3670","214/18670",0.00491659287942415,0.0361154334092262,0.0277311102136814,"PLK1/CSNK1A1/RNF40/RAB7A/MSN/CBFA2T3/PSMC2/VIP/PTK2B/VCP/PSEN1/PSMC1/BCAP31/EZR/FAF1/PSMC4/LDLR/LPCAT1/ADAM9/TNF/USP5/EGF/ADAM8/TRIB1/DDB1/DAB2IP/GCLC/SNX1/TRIB2/ADRA2A/C4BPA/GGA3/PYHIN1/GBA/OSBPL7/GSK3B/UBQLN1/FBXW7/KEAP1/STX5/AURKA/RNF180/USP13/IL1B/FOXO1/VPS35/FURIN/PTK2/CAV1/TNFRSF1B/TNFAIP3/IFNG/C4BPB/DDRGK1/CLU/DISC1/RAD23A/FBXL5",58
